Name,Price,Image,Winery,Grapes,Region,Wine Style,Product URL
Godmé Sabine Reserve Brut Champagne Premier Cru N.V. (WS93),$340.00 ,images\Godmé_Sabine_Reserve_Brut_Champagne_Premier_Cru_N.V._(WS93).jpg,Godmé Sabine,"Chardonnay, Pinot Noir, Pinot Meunier",France / Champagne / Champagne Premier Cru,French Champagne,https://vinewineltd.com/product/godme-sabine-reserve-brut-champagne-premier-cru-n-v-ws93/
Henri Giraud Hommage au Pinot Noir Champagne NV,$620.00 ,images\Henri_Giraud_Hommage_au_Pinot_Noir_Champagne_NV.jpg,Henri Giraud,Pinot Noir,France / Champagne,French Champagne,https://vinewineltd.com/product/henri-giraud-hommage-au-pinot-noir-champagne-nv/
Henri Giraud Fut de Chene MV Ay Grand Cru Brut Champagne,"$1,296.00 ",images\Henri_Giraud_Fut_de_Chene_MV_Ay_Grand_Cru_Brut_Champagne.jpg,Henri Giraud,"Pinot Noir, Chardonnay",France / Champagne / Vallée de la Marne / Champagne Grand Cru ‘Aÿ’,French Champagne,https://vinewineltd.com/product/henri-giraud-fut-de-chene-mv-ay-grand-cru-brut-champagne/
Henri Giraud Blanc de Craie Champagne NV,$570.00 ,images\Henri_Giraud_Blanc_de_Craie_Champagne_NV.jpg,Henri Giraud,100% Chardonnay,France / Champagne,French Champagne,https://vinewineltd.com/product/henri-giraud-blanc-de-craie-champagne-nv/
"Agrapart & Fils, Terroirs Blanc de Blancs Extra Brut Grand Cru NV",$668.00 ,"images\Agrapart_&_Fils,_Terroirs_Blanc_de_Blancs_Extra_Brut_Grand_Cru_NV.jpg",Agrapart &amp; Fils,100% Chardonnay,France / Champagne / Côte des Blancs / Champagne Grand Cru,French Champagne,https://vinewineltd.com/product/agrapart-fils-terroirs-blanc-de-blancs-extra-brut-grand-cru-nv/
Jacques Lassaigne ‘Les Vignes de Montgueux’ Blanc de Blancs Extra Brut Champagne NV,$438.00 ,images\Jacques_Lassaigne_‘Les_Vignes_de_Montgueux’_Blanc_de_Blancs_Extra_Brut_Champagne_NV.jpg,Jacques Lassaigne,100% Chardonnay,France / Champagne,French Champagne,https://vinewineltd.com/product/jacques-lassaigne-les-vignes-de-montgueux-blanc-de-blancs-extra-brut-champagne-nv/
Krug Grande Cuvee 171eme Edition Brut Champagne NV,"$1,699.00 ",images\Krug_Grande_Cuvee_171eme_Edition_Brut_Champagne_NV.jpg,Krug,"52% Pinot Noir, 35% Chardonnay, 13% Pinot Meunier",France / Champagne,French Champagne,https://vinewineltd.com/product/krug-grande-cuvee-171eme-edition-brut-champagne-nv/
Andre Beaufort a Polisy Brut Reserve Champagne NV,$638.00 ,images\Andre_Beaufort_a_Polisy_Brut_Reserve_Champagne_NV.jpg,André Beaufort,100% Chardonnay,France / Champagne,French Champagne,https://vinewineltd.com/product/andre-beaufort-a-polisy-brut-reserve-champagne-nv/
Jacquesson Cuvee 739 Degorgement Tardif NV,$798.00 ,images\Jacquesson_Cuvee_739_Degorgement_Tardif_NV.jpg,Jacquesson,"Chardonnay, Pinot Noir, Pinot Meunier",France / Champagne,French Champagne,https://vinewineltd.com/product/jacquesson-cuvee-739-degorgement-tardif-nv/
Pascal Doquet Blanc de Blancs Brut Champagne NV,$448.00 ,images\Pascal_Doquet_Blanc_de_Blancs_Brut_Champagne_NV.jpg,Pascal Doquet,100% Chardonnay,France / Champagne,French Champagne,https://vinewineltd.com/product/pascal-doquet-blanc-de-blancs-brut-champagne-nv/
Charles de Cazanove Blanc de Noir Brut Champagne (Christmas edition 2023),$458.00 ,images\Charles_de_Cazanove_Blanc_de_Noir_Brut_Champagne_(Christmas_edition_2023).jpg,Charles de Cazanove,Pinot Noir,France / Champagne,French Champagne,https://vinewineltd.com/product/charles-de-cazanove-blanc-de-noir-brut-champagne-christmas-edition-2023/
Godme Sabine Terre de Verzenay Grand Cru Extra Brut Champagne NV,$534.00 ,images\Godme_Sabine_Terre_de_Verzenay_Grand_Cru_Extra_Brut_Champagne_NV.jpg,Godmé Sabine,"Chardonnay, Pinot Noir, Pinot Meunier",France / Champagne / Champagne Grand Cru,French Champagne,https://vinewineltd.com/product/godme-sabine-terre-de-verzenay-grand-cru-extra-brut-champagne-nv/
Charles de Cazanove Blanc de Noir Brut Champagne NV (Christmas edition),$398.00 ,images\Charles_de_Cazanove_Blanc_de_Noir_Brut_Champagne_NV_(Christmas_edition).jpg,Charles de Cazanove,Pinot Noir,France / Champagne,French Champagne,https://vinewineltd.com/product/charles-de-cazanove-blanc-de-noir-brut-champagne-nv-christmas-edition/
Laurent-Perrier La Cuvée NV (375mL),$248.00 ,images\Laurent-Perrier_La_Cuvée_NV_(375mL).jpg,Laurent-Perrier,Champagne Blend,France / Champagne,French Champagne,https://vinewineltd.com/product/laurent-perrier-la-cuvee-half-bottle-375ml/
"Matthieu Godme-Guillaume Village V.V.V Premier Cru, Champagne, France",$508.00 ,"images\Matthieu_Godme-Guillaume_Village_V.V.V_Premier_Cru,_Champagne,_France.jpg",Champagne Matthieu Godmé-Guillaume,Chardonnay,France / Champagne / Montagne de Reims / Champagne Grand Cru ‘Verzenay’,French Champagne,https://vinewineltd.com/product/matthieu-godme-guillaume-village-v-v-v-premier-cru-champagne-france/
Ruinart Brut Rose Champagne NV,$639.00 ,images\Ruinart_Brut_Rose_Champagne_NV.jpg,Ruinart,"55% Pinot Noir, 45% Chardonnay",France / Champagne,French Champagne,https://vinewineltd.com/product/ruinart-brut-rose-champagne-nv/
Cassetta da Collezione Annate Storiche Valpolicella Classico e Amarone Romano Dal forno (Amarone 06-08- 09/Valpolicella 07-08-09),"$12,800.00 ",images\Cassetta_da_Collezione_Annate_Storiche_Valpolicella_Classico_e_Amarone_Romano_Dal_forno_(Amarone_06-08-_09_Valpolicella_07-08-09).jpg,,,,,https://vinewineltd.com/product/cassetta-da-collezione-annate-storiche-valpolicella-classico-e-amarone-romano-dal-forno-amarone-06-08-09-valpolicella-07-08-09/
Bertani Amarone della Valpolicella DOCG Veneto 1986,"$3,580.00 ",images\Bertani_Amarone_della_Valpolicella_DOCG_Veneto_1986.jpg,Bertani,"Rondinella, Corvina Veronese",Italy / Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella / Amarone della Valpolicella Classico,Italian Amarone,https://vinewineltd.com/product/bertani-amarone-della-valpolicella-docg-veneto-1986/
"Cantine Riondo, Corvina 2020 – N",$98.00 ,"images\Cantine_Riondo,_Corvina_2020_–_N.jpg",Casalforte,Corvina,Italy / Northern Italy / Veneto / Verona,Northern Italy Red,https://vinewineltd.com/product/cantine-riondo-casalforte-casalforte-corvina-2020/
Masi Osar Rosso del Veronese 2015,$499.00 ,images\Masi_Osar_Rosso_del_Veronese_2015.jpg,Masi,Oseleta,Italy / Northern Italy / Veneto / Verona / Rosso Veronese,Northern Italy Red,https://vinewineltd.com/product/masi-osar-rosso-del-veronese-2015/
Riondo Amarone della Valpolicella DOCG Veneto 2018,$290.00 ,images\Riondo_Amarone_della_Valpolicella_DOCG_Veneto_2018.jpg,Riondo,"Rondinella, Corvinone, Corvina",Italy / Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella,Italian Amarone,https://vinewineltd.com/product/riondo-amarone-della-valpolicella-docg-veneto-2018/
Allegrini Corte Giara Valpolicella Ripasso Veneto 2016,$268.00 ,images\Allegrini_Corte_Giara_Valpolicella_Ripasso_Veneto_2016.jpg,Corte Giara,"Corvina, Rondinella, Molinara",Italy / Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso,Italian Ripasso,https://vinewineltd.com/product/allegrini-corte-giara-valpolicella-ripasso-veneto-2016/
Bertani Amarone 1959,"$3,850.00 ",images\Bertani_Amarone_1959.jpg,Bertani,"Rondinella, Corvina Veronese",Italy / Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella / Amarone della Valpolicella Classico,Italian Amarone,https://vinewineltd.com/product/bertani-amarone-1959/
Domenico Clerico Barolo Percristina DOCG 2010,"$2,980.00 ",images\Domenico_Clerico_Barolo_Percristina_DOCG_2010.jpg,Domenico Clerico,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/domenico-clerico-barolo-percristina-docg-2010/
Damilano Barolo DOCG 1967,$838.00 ,images\Damilano_Barolo_DOCG_1967.jpg,,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/damilano-barolo-docg-1967/
Mascarello Natale fu Maurizio Barolo 1967,"$2,280.00 ",images\Mascarello_Natale_fu_Maurizio_Barolo_1967.jpg,Mascarello Natale fu Maurizio,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/mascarello-natale-fu-maurizio-barolo-1967/
Pio Cesare Il Bricco di Treiso Barbaresco DOCG 1993,"$1,280.00 ",images\Pio_Cesare_Il_Bricco_di_Treiso_Barbaresco_DOCG_1993.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/pio-cesare-il-bricco-di-treiso-barbaresco-docg-1993/
Pio Cesare Il Bricco di Treiso Barbaresco DOCG 1995,"$1,380.00 ",images\Pio_Cesare_Il_Bricco_di_Treiso_Barbaresco_DOCG_1995.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/pio-cesare-il-bricco-di-treiso-barbaresco-docg-1995/
Pio Cesare Il Bricco di Treiso Barbaresco DOCG 1996,"$1,880.00 ",images\Pio_Cesare_Il_Bricco_di_Treiso_Barbaresco_DOCG_1996.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/pio-cesare-il-bricco-di-treiso-barbaresco-docg-1996/
Pio Cesare Barolo DOCG Piedmont 1964,$699.00 ,images\Pio_Cesare_Barolo_DOCG_Piedmont_1964.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/pio-cesare-barolo-docg-piedmont-1964/
Pio Cesare ‘Ornato’ Barolo DOCG 1985,"$1,880.00 ",images\Pio_Cesare_‘Ornato’_Barolo_DOCG_1985.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/pio-cesare-ornato-barolo-docg-1985/
Pio Cesare ‘Ornato’ Barolo DOCG 1986,"$1,680.00 ",images\Pio_Cesare_‘Ornato’_Barolo_DOCG_1986.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/pio-cesare-ornato-barolo-docg-1986/
Pio Cesare ‘Ornato’ Barolo DOCG 1995,"$1,500.00 ",images\Pio_Cesare_‘Ornato’_Barolo_DOCG_1995.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/pio-cesare-ornato-barolo-docg-1995/
Pio Cesare ‘Ornato’ Barolo DOCG 1996,"$1,980.00 ",images\Pio_Cesare_‘Ornato’_Barolo_DOCG_1996.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/pio-cesare-ornato-barolo-docg-1996/
Gaja Sori Tildin Barbaresco DOCG Piedmont 1978,"$4,980.00 ",images\Gaja_Sori_Tildin_Barbaresco_DOCG_Piedmont_1978.jpg,Gaja,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/gaja-sori-tildin-barbaresco-docg-piedmont-1978/
Azelia di Luigi Scavino ‘San Rocco’ Barolo DOCG 1995,$788.00 ,images\Azelia_di_Luigi_Scavino_‘San_Rocco’_Barolo_DOCG_1995.jpg,Azelia,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/azelia-di-luigi-scavino-san-rocco-barolo-docg-1995/
Beni di Batasiolo Barolo DOCG Piedmont 1998,$628.00 ,images\Beni_di_Batasiolo_Barolo_DOCG_Piedmont_1998.jpg,Batasiolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/beni-di-batasiolo-barolo-docg-piedmont-1998/
Fratelli Serio & Battista Borgogno Barolo Riserva DOCG 1974,$785.00 ,images\Fratelli_Serio_&_Battista_Borgogno_Barolo_Riserva_DOCG_1974.jpg,Fratelli Serio &amp; Battista Borgogno,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/fratelli-serio-battista-borgogno-barolo-riserva-docg-1974/
Marchesi di Barolo Barolo 1964,$780.00 ,,Marchesi di Barolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/marchesi-di-barolo-barolo-1964/
Marchesi di Barolo Barolo 1967,$998.00 ,,Marchesi di Barolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/marchesi-di-barolo-barolo-1967/
Marchesi di Barolo Barolo 1971,$880.00 ,,Marchesi di Barolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/marchesi-di-barolo-barolo-1971/
Marchesi di Barolo Barolo 1974,$880.00 ,images\Marchesi_di_Barolo_Barolo_1974.jpg,Marchesi di Barolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/marchesi-di-barolo-barolo-1974/
Fratelli Minuto Barbaresco Riserva DOCG Piedmont 1967,$708.00 ,images\Fratelli_Minuto_Barbaresco_Riserva_DOCG_Piedmont_1967.jpg,Fratelli Minuto,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/fratelli-minuto-barbaresco-riserva-docg-piedmont-1967/
Terre del Barolo Barolo 1978,$668.00 ,images\Terre_del_Barolo_Barolo_1978.jpg,Terre del Barolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/terre-del-barolo-barolo-1978/
Bersano Barbaresco DOCG 1959,"$1,180.00 ",images\Bersano_Barbaresco_DOCG_1959.jpg,Bersano,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/bersano-barbaresco-docg-1959/
Cantina Vignaioli Barbaresco 1974,$680.00 ,images\Cantina_Vignaioli_Barbaresco_1974.jpg,Cantina Vignaioli,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/cantina-vignaioli-barbaresco-1974/
Cordero di Montezemolo Monfalletto Barolo DOCG 1968,$980.00 ,images\Cordero_di_Montezemolo_Monfalletto_Barolo_DOCG_1968.jpg,Cordero di Montezemolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/cordero-di-montezemolo-monfalletto-barolo-docg-1968/
Fratelli Giacosa Barbaresco DOCG Piedmont 1971,$820.00 ,images\Fratelli_Giacosa_Barbaresco_DOCG_Piedmont_1971.jpg,Giacosa Fratelli,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/fratelli-giacosa-barbaresco-docg-piedmont-1971/
Produttori del Barbaresco ‘Barbaresco DOCG’ Piedmont 1978,$980.00 ,images\Produttori_del_Barbaresco_‘Barbaresco_DOCG’_Piedmont_1978.jpg,Produttori del Barbaresco,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/produttori-del-barbaresco-barbaresco-docg-piedmont-1978/
Ratti Barolo Marcenasco 1974,$599.00 ,images\Ratti_Barolo_Marcenasco_1974.jpg,,,,,https://vinewineltd.com/product/ratti-barolo-marcenasco-1974/
S. Biagio Barolo 1974,$699.00 ,images\S._Biagio_Barolo_1974.jpg,,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/s-biagio-barolo-1974/
Scarpa Riserva Speciale Barolo DOCG Piedmont 1974,$848.00 ,images\Scarpa_Riserva_Speciale_Barolo_DOCG_Piedmont_1974.jpg,,,,,https://vinewineltd.com/product/scarpa-riserva-speciale-barolo-docg-piedmont-1974/
Enrico Serafino Barbaresco DOCG Piedmont 1969,$758.00 ,images\Enrico_Serafino_Barbaresco_DOCG_Piedmont_1969.jpg,Enrico Serafino,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/enrico-serafino-barbaresco-docg-piedmont-1969/
Enrico Serafino Barolo DOCG 1967,$718.00 ,images\Enrico_Serafino_Barolo_DOCG_1967.jpg,Enrico Serafino,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/enrico-serafino-barolo-docg-1967/
Enrico Serafino Passito Erbaluce Riserva Piedmont 1939,"$1,880.00 ",images\Enrico_Serafino_Passito_Erbaluce_Riserva_Piedmont_1939.jpg,Enrico Serafino,Erbaluce,Italy / Northern Italy / Piemonte,,https://vinewineltd.com/product/enrico-serafino-passito-erbaluce-riserva-piedmont-1939/
Ceretto Montefico Barbaresco DOCG 1968,$890.00 ,images\Ceretto_Montefico_Barbaresco_DOCG_1968.jpg,Ceretto,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/ceretto-montefico-barbaresco-docg-1968/
Damilano Barolo 1974,$780.00 ,,Damilano,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/damilano-barolo-1974/
Giacomo Borgogno & Figli Barolo Riserva DOCG Piedmont 1937,"$3,980.00 ",images\Giacomo_Borgogno_&_Figli_Barolo_Riserva_DOCG_Piedmont_1937.jpg,Borgogno,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,,https://vinewineltd.com/product/giacomo-borgogno-figli-barolo-riserva-docg-piedmont-1937/
Francesco Rinaldi & Figli Barbaresco DOCG Piedmont 1970,$798.00 ,images\Francesco_Rinaldi_&_Figli_Barbaresco_DOCG_Piedmont_1970.jpg,Francesco Rinaldi &amp; Figli,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/francesco-rinaldi-figli-barbaresco-docg-piedmont-1970/
Gaja Grappa di Barolo,$788.00 ,images\Gaja_Grappa_di_Barolo.jpg,Gaja,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo / Grappa di Barolo,,https://vinewineltd.com/product/gaja-grappa-di-barolo/
Gaja Grappa di Gaia & Rey,$620.00 ,images\Gaja_Grappa_di_Gaia_&_Rey.jpg,Gaja,Chardonnay,Italy / Northern Italy / Piemonte,,https://vinewineltd.com/product/gaja-grappa-di-gaia-rey/
Contratto Cuvee Novecento Metodo Classico Spumante Pas Dose Lombardy 2012,$360.00 ,images\Contratto_Cuvee_Novecento_Metodo_Classico_Spumante_Pas_Dose_Lombardy_2012.jpg,Contratto,"70% Pinot Nero, 30% Chardonnay",Italy / Northern Italy / Piemonte / Alta Langa,Italian Sparkling,https://vinewineltd.com/product/contratto-cuvee-novecento-metodo-classico-spumante-pas-dose-lombardy-2012/
Poderi Aldo Conterno Conca Tre Pile Barbera d’Alba Piedmont 2018,$318.00 ,images\Poderi_Aldo_Conterno_Conca_Tre_Pile_Barbera_d’Alba_Piedmont_2018.jpg,Aldo Conterno,Barbera,Italy / Northern Italy / Piemonte / Barbera d’Alba,Italian Barbera,https://vinewineltd.com/product/poderi-aldo-conterno-conca-tre-pile-barbera-dalba-piedmont-2018/
Conterno Fantino Vigna del Gris Barolo DOCG 2018,$598.00 ,images\Conterno_Fantino_Vigna_del_Gris_Barolo_DOCG_2018.jpg,Conterno Fantino,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/conterno-fantino-vigna-del-gris-barolo-docg-2018/
Elvio Cogno Barolo Cascina Nuova Barolo DOCG 2017,$438.00 ,images\Elvio_Cogno_Barolo_Cascina_Nuova_Barolo_DOCG_2017.jpg,Elvio Cogno,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/elvio-cogno-barolo-cascina-nuova-barolo-docg-2017/
Giordano Barbaresco 1986,$698.00 ,images\Giordano_Barbaresco_1986.jpg,Giordano,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/giordano-barbaresco-1986/
Pio Cesare Barbaresco DOCG Piedmont 1978,$998.00 ,images\Pio_Cesare_Barbaresco_DOCG_Piedmont_1978.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/pio-cesare-barbaresco-docg-piedmont-1978/
Cantina del Glicine Barbaresco Riserva Speciale Vigna del Marcorino 1985,$899.00 ,images\Cantina_del_Glicine_Barbaresco_Riserva_Speciale_Vigna_del_Marcorino_1985.jpg,Cantina del Glicine,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/cantina-del-glicine-barbaresco-riserva-speciale-vigna-del-marcorino-1985/
Paolo Scavino Barolo DOCG 2018,$384.00 ,images\Paolo_Scavino_Barolo_DOCG_2018.jpg,Paolo Scavino,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/paolo-scavino-barolo-docg-2018/
Cordero di Montezemolo Langhe Arneis Piedmont 2022,$288.00 ,images\Cordero_di_Montezemolo_Langhe_Arneis_Piedmont_2022.jpg,Cordero di Montezemolo,Arneis,Italy / Northern Italy / Piemonte / Langhe,Northern Italy White,https://vinewineltd.com/product/cordero-di-montezemolo-langhe-arneis-piedmont-2022/
Roberto Voerzio Cerreto Barbera d’Alba Piedmont 2019,$288.00 ,images\Roberto_Voerzio_Cerreto_Barbera_d’Alba_Piedmont_2019.jpg,Roberto Voerzio,Barbera,Italy / Northern Italy / Piemonte / Barbera d’Alba,Italian Barbera,https://vinewineltd.com/product/roberto-voerzio-cerreto-barbera-dalba-piedmont-2019/
Gaja Costa Russi Langhe-Barbaresco Piedmont 1978,"$5,480.00 ",images\Gaja_Costa_Russi_Langhe-Barbaresco_Piedmont_1978.jpg,Gaja,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/gaja-costa-russi-langhe-barbaresco-piedmont-1978/
Beni di Batasiolo Barolo DOCG Piedmont 1985,$699.00 ,images\Beni_di_Batasiolo_Barolo_DOCG_Piedmont_1985.jpg,Beni di Batasiolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/beni-di-batasiolo-barolo-docg-piedmont-1985/
Brezza Barolo DOCG Piedmont 1971,$788.00 ,images\Brezza_Barolo_DOCG_Piedmont_1971.jpg,Brezza,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/brezza-barolo-docg-piedmont-1971/
Brezza Barolo DOCG Piedmont 1978,$798.00 ,images\Brezza_Barolo_DOCG_Piedmont_1978.jpg,Brezza,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/brezza-barolo-docg-piedmont-1978/
Marchesi di Barolo ‘Barolo’ DOCG Piedmont 1945,"$2,680.00 ",images\Marchesi_di_Barolo_‘Barolo’_DOCG_Piedmont_1945.jpg,Marchesi di Barolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/marchesi-di-barolo-barolo-docg-piedmont-1945/
Conterno Fantino ‘Ginestrino’ Langhe Nebbiolo Piedmont 2019,$249.00 ,images\Conterno_Fantino_‘Ginestrino’_Langhe_Nebbiolo_Piedmont_2019.jpg,Conterno Fantino,Nebbiolo,Italy / Northern Italy / Piemonte / Langhe,Italian Nebbiolo,https://vinewineltd.com/product/conterno-fantino-ginestrino-langhe-nebbiolo-piedmont-2019/
Domenico Clerico Arte Rosso Langhe Piedmont 2016,$320.00 ,images\Domenico_Clerico_Arte_Rosso_Langhe_Piedmont_2016.jpg,Domenico Clerico,"90% Nebbiolo, 10% Barbera",Italy/Northern Italy/Piemonte/Langhe,Northern Italy Red,https://vinewineltd.com/product/domenico-clerico-arte-rosso-langhe-piedmont-2016/
Sori della Sorba Langhe Nebbiolo Piedmont 2020,$436.00 ,images\Sori_della_Sorba_Langhe_Nebbiolo_Piedmont_2020.jpg,Sori della Sorba,Nebbiolo,Italy/ Northern Italy/ Piemonts/ Langhe,Italian Nebbiolo,https://vinewineltd.com/product/sori-della-sorba-langhe-nebbiolo-piedmont-2020/
Virna Borgogno ‘StoFuori’ Langhe Piedmont 2021,$288.00 ,images\Virna_Borgogno_‘StoFuori’_Langhe_Piedmont_2021.jpg,Virna,Timorasso,Italy / Northern Italy / Piemonte / Barolo,Northern Italy White,https://vinewineltd.com/product/virna-borgogno-stofuori-langhe-piedmont-2021/
Virna Borgogno Barolo del Comune di Barolo DOCG 2015,$528.00 ,images\Virna_Borgogno_Barolo_del_Comune_di_Barolo_DOCG_2015.jpg,Virna,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/virna-borgogno-barolo-del-comune-di-barolo-docg-2015/
Virna Borgogno ‘Il’ Langhe Nebbiolo 2020,$278.00 ,images\Virna_Borgogno_‘Il’_Langhe_Nebbiolo_2020.jpg,Virna,Nebbiolo,Italy / Northern Italy / Piemonte / Langhe,Italian Nebbiolo,https://vinewineltd.com/product/virna-borgogno-il-langhe-nebbiolo-2020/
Virna Borgogno Sarmassa Barolo DOCG 2017,$698.00 ,images\Virna_Borgogno_Sarmassa_Barolo_DOCG_2017.jpg,Virna,Nebbiolo,Italy / Northern Italy / Piemonte / Barolo,Italian Barolo,https://vinewineltd.com/product/virna-borgogno-sarmassa-barolo-docg-2017/
Elvio Cogno ‘Anas-Cetta’ Langhe Nascetta di Novello Piedmont 2021,$218.00 ,images\Elvio_Cogno_‘Anas-Cetta’_Langhe_Nascetta_di_Novello_Piedmont_2021.jpg,Elvio Cogno,Nascetta,Italy/Northern Italy/Piemonte/Langhe,Northern Italy White,https://vinewineltd.com/product/elvio-cogno-anas-cetta-langhe-nascetta-di-novello-piedmont-2021/
Marchesi di Barolo Barbaresco DOCG Piedmont 1955,"$1,550.00 ",images\Marchesi_di_Barolo_Barbaresco_DOCG_Piedmont_1955.jpg,Marchesi di Barolo,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/marchesi-di-barolo-barbaresco-docg-piedmont-1955/
Pio Cesare Barbaresco DOCG Piedmont 1955,$998.00 ,images\Pio_Cesare_Barbaresco_DOCG_Piedmont_1955.jpg,Pio Cesare,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/pio-cesare-barbaresco-docg-piedmont-1955/
Franco Fiorina Barbaresco Riserva DOCG Piedmont 1978,$788.00 ,images\Franco_Fiorina_Barbaresco_Riserva_DOCG_Piedmont_1978.jpg,Stefano Farina,Nebbiolo,Italy / Northern Italy / Piemonte / Barbaresco,Italian Barbaresco,https://vinewineltd.com/product/franco-fiorina-barbaresco-riserva-docg-piedmont-1978/
